question,argument,type,id
What happens to us once our physical bodies die?,Eternal Progression is what takes place once our physical bodies die.,multi,868
What happens to us once our physical bodies die?,We become a non-sentient life-form such as a tree or plant once our physical bodies die.,multi,868
What happens to us once our physical bodies die?,We go to the spirit world where we are to be sorted into the three degrees of glory depending on our faith and works in our mortal lives after our physical bodies die.,multi,868
What happens to us once our physical bodies die?,Meeting with 72 Virgins is what happens to us once our physical bodies die.,multi,868
Come mai da Roma in giù si trova solo acqua leggermente frizzante?,Come mai da Roma in giù si trova solo acqua leggermente frizzante?,binary,869
Come mai da Roma in giù si trova solo acqua leggermente frizzante?,Non è vero che da Roma in giù si trova solo acqua leggermente frizzante.,binary,869
Is cultural appropriation wrong?,Cultural appropriation is wrong.,binary,870
Is cultural appropriation wrong?,Cultural appropriation is not wrong.,binary,870
"Executive Order, is it anti-democratic?",Executive Orders are anti-democratic.,binary,871
"Executive Order, is it anti-democratic?",Executive Orders are not anti-democratic.,binary,871
Which political leaning serves our inalienable rights best?,"A liberal approach, meaning more government, is the best way to actualize our inalienable rights.",multi,872
Which political leaning serves our inalienable rights best?,"A conservative approach, meaning the least amount of government, best serves our inalienable rights.",multi,872
Which political leaning serves our inalienable rights best?,"A centrist, meaning somewhat equal measures of government involvement and abstention, is best in ensuring our inalienable rights are served.",multi,872
Should progressives abandon Harry Potter?,Progressives should abandon Harry Potter.,binary,873
Should progressives abandon Harry Potter?,Progressives should not abandon Harry Potter.,binary,873
Abortion should be normalized.,Abortion should be normalized.,binary,874
Abortion should be normalized.,Abortion should not be normalized.,binary,874
Gatos: ¿Especie Exótica Invasora?,Los gatos deberían ser incluidos en el Catálogo Español de Especies Exóticas Invasoras,binary,875
Gatos: ¿Especie Exótica Invasora?,Los gatos no deberían ser incluidos en el Catálogo Español de Especies Exóticas Invasoras.,binary,875
Are individuals accountable for their behaviour?,Individual humans are indeed accountable for their actions.,binary,876
Are individuals accountable for their behaviour?,Individual humans are not accountable for their actions.,binary,876
Should private property exist in outer space?,Private property should exist in outer space.,binary,877
Should private property exist in outer space?,Private property should not exist in outer space.,binary,877
Is Lula's victory good for Brazil?,Lula's victory is good for Brazil.,binary,878
Is Lula's victory good for Brazil?,Lula's victory is not good for Brazil.,binary,878
Do we need a vaccine to fight the Covid-19 pandemic?,We need a vaccine to fight the Covid-19 pandemic.,binary,879
Do we need a vaccine to fight the Covid-19 pandemic?,We do not need a vaccine to fight the Covid-19 pandemic.,binary,879
Is it okay for children to use bad words?,It is acceptable for children to use bad words.,binary,880
Is it okay for children to use bad words?,Children should not use bad words.,binary,880
3D Printer and Guns: Should Blueprints of 3D-Printed Weapons be Prohibited?,Blueprints for 3D-printed firearms should be prohibited from publication on the internet.,binary,881
3D Printer and Guns: Should Blueprints of 3D-Printed Weapons be Prohibited?,Blueprints for 3D-printed firearms should be allowed for publication on the internet.,binary,881
La raccolta differenziata,La raccolta differenziata è utile per il Pianeta Terra,binary,882
La raccolta differenziata,La raccolta differenziata non è utile per il Pianeta Terra.,binary,882
Are professional athletes' strikes in support of social movements beneficial?,Professional athletes' strikes in support of social movements are beneficial.,binary,883
Are professional athletes' strikes in support of social movements beneficial?,Professional athletes' strikes in support of social movements are not beneficial.,binary,883
Violent video games should be banned to curb school shootings.,Violent video games should be banned to curb school shootings.,binary,884
Violent video games should be banned to curb school shootings.,Violent video games should not be banned as they are not the underlying cause of school shootings.,binary,884
Should left turns be abolished?,The left turn maneuver should be banned.,binary,885
Should left turns be abolished?,Left turns should not be abolished.,binary,885
Moderate inflation around 2% is beneficial for an economy.,Moderate inflation around 2% is beneficial for an economy.,binary,886
Moderate inflation around 2% is beneficial for an economy.,Moderate inflation around 2% is not beneficial for an economy.,binary,886
Was the EU response to the humanitarian situation following the earthquake in Turkey and Syria sufficient?,The EU's response to the humanitarian situation following the earthquake in Turkey and Syria is sufficient.,binary,887
Was the EU response to the humanitarian situation following the earthquake in Turkey and Syria sufficient?,The EU's response to the humanitarian situation following the earthquake in Turkey and Syria was not sufficient.,binary,887
"According to the Bible, salvation is by faith alone (sola fide)","According to the Bible, salvation is by faith alone (sola fide).",binary,888
"According to the Bible, salvation is by faith alone (sola fide)","According to the Bible, salvation is not solely achieved by faith alone (sola fide), but involves other aspects as well.",binary,888
Should both sexes carry babies if scientifically possible?,Biomedical advancements should give people the ability to carry a pregnancy regardless of their sex.,binary,889
Should both sexes carry babies if scientifically possible?,"Only the sex naturally equipped for pregnancy should be allowed to carry babies, even if scientific advancements make it possible for both sexes.",binary,889
Would a global social credit system be beneficial?,A global social credit system would be beneficial.,binary,890
Would a global social credit system be beneficial?,A global social credit system would not be beneficial.,binary,890
Is health care a human right?,Health care should be considered a human right.,binary,891
Is health care a human right?,Health care should not be considered a human right.,binary,891
"Do sexualised artworks of prepubescent girls - ""Loli"" - encourage pedophilia?","Sexualised artworks of prepubescent girls - ""Loli"" - encourage pedophilia.",binary,892
"Do sexualised artworks of prepubescent girls - ""Loli"" - encourage pedophilia?","Sexualised artworks of prepubescent girls - ""Loli"" - do not encourage pedophilia.",binary,892
Should the UK Remain in the EU if the only Alternative is a Hard Brexit?,The UK should remain in the EU if a hard Brexit is the only alternative option.,binary,893
Should the UK Remain in the EU if the only Alternative is a Hard Brexit?,"The UK should not remain in the EU, even if a hard Brexit is the only alternative option.",binary,893
Are Bitcoin and Similar Cryptocurrencies Good for the World?,"Cryptocurrencies, such as Bitcoin and others, are beneficial for the world.",binary,894
Are Bitcoin and Similar Cryptocurrencies Good for the World?,"Cryptocurrencies, like Bitcoin and others, are harmful for the world.",binary,894
Should we create and adopt a universal currency?,We should create and adopt a universal currency.,binary,895
Should we create and adopt a universal currency?,We should not create and adopt a universal currency.,binary,895
Which interpretation of quantum mechanics is the most plausible?,"The Copenhagen interpretation posits that a particle is a probability wave, that collapses when the observation (interaction) is made.",multi,896
Which interpretation of quantum mechanics is the most plausible?,Another interpretation is the Pilot-wave theory (Bohmian mechanics) which states that a particle has a definite position and speed; it is accompanied by a wave that determines its path.,multi,896
Which interpretation of quantum mechanics is the most plausible?,The Many-worlds interpretation insists that a particle is a wave function; on its collapse all of the possible results actually do happen – in parallel universes.,multi,896
Which interpretation of quantum mechanics is the most plausible?,Some might contend that Quantum physics is not for us to know.,multi,896
Which interpretation of quantum mechanics is the most plausible?,"The Transactional Interpretation describes quantum interactions as a ""handshake"" between retarded psi waves and advanced psi* waves.",multi,896
Which interpretation of quantum mechanics is the most plausible?,"Another school of thought is the Relational Quantum Mechanics. This asserts that any interaction between any two systems results in facts (variables taking values), but these facts are relative only to the systems involved in the interaction. A third system would describe such interaction as unitary evolution.",multi,896
Which interpretation of quantum mechanics is the most plausible?,"Finally, there is QBism, the belief that quantum theory is best understood as an extension of Bayesian inference, and it's the best tool for decision-making agents.",multi,896
Should Florida pass HB 1259 (Education),This bill changes eligibility criteria for charter schools to receive State funds. Adjustment to tax allocations will provide charter schools with $490 million annually of money for capital improvements that is currently assigned to public schools. This legislation would transfer this money to charter schools’ capital outlay starting 2024.,binary,897
Should Florida pass HB 1259 (Education),"This bill proposes to alter the eligibility requirements for charter schools to obtain State funds, which would result in a redistribution of tax allocations leading to an annual $490 million diverting from public schools to charter schools for capital improvements. This legislation would consequently deplete public school resources, transferring these funds to charter schools' capital outlay from 2024 onward. Florida should not support HB 1259 (Education) as it poses a significant threat to public school funding.",binary,897
Should Florida pass HB 1403 (Medical Conscience),"This bill creates a health care provider’s or health care payor’s right to refuse to participate in or pay for any health care service that violates the provider’s or payor’s religious, moral or ethical beliefs. It also bans a board, or the Department of Health if no board exists, from taking disciplinary action against a health care practitioner for exercising his or her right of free speech.",binary,898
Should Florida pass HB 1403 (Medical Conscience),"This bill poses a danger of endangering patients' well being by enabling health care providers and payors to refuse participation in or payment for any health care service that disrespects their religious, moral or ethical beliefs. It also risks infringing upon patients' healthcare rights by prohibiting a board, or the Department of Health if no board exists, from imposing disciplinary measures on a medical practitioner for exercising his or her right to freedom of speech.",binary,898
News producers should not be allowed to force the viewing of ads to read news articles,News producers should not be allowed to force the viewing of ads to read news articles.,binary,899
News producers should not be allowed to force the viewing of ads to read news articles,News producers should be allowed to force the viewing of ads to read news articles.,binary,899
Does everyone want to be happy?,Everyone wants to be happy.,binary,900
Does everyone want to be happy?,Not everyone wants to be happy.,binary,900
What are the reasons against running private companies democratically?,Authoritarian regimes are more effective and democratically managed companies can't compete with them.,multi,901
What are the reasons against running private companies democratically?,Authoritarian systems can be seen as a natural evolution of democracy; And the same applies to company organisation.,multi,901
What are the reasons against running private companies democratically?,"The democratic method is epistemologically unreliable at any practical problem solving, except at answering the question ""what leader would face the least opposition"".",multi,901
What are the reasons against running private companies democratically?,Inapplicability of democracy to a private company is derived from the fact that the company is a private property.,multi,901
What are the reasons against running private companies democratically?,"People voluntarily join companies so they are still essentially democratic, agreeing to its conditions and able to alter them within the bounds of the property or stake. Often this stake is low for employees but the labor provided by them is within their hands. They are not forced to stay and the company is unable to prevent employees choosing to act against it (eg as a union).",multi,901
What are the reasons against running private companies democratically?,Getting the starting capital for a company is hard to do democratically so the one with the most money often starts the company and gains full authoritarian control from there.,multi,901
What are the reasons against running private companies democratically?,"Executives in publicly-traded companies are elected by shareholders; thus, many companies are democratically managed.",multi,901
Should Florida pass HB 421 (Driving on the Left),"This bills modifies laws for driving in the furthermost left-hand lane of a roadway. On any road with two or more lanes traveling in the same direction and a speed limit of at least 65 miles per hour, vehicles are prohibited from operating in the left lane unless overtaking/passing another vehicle, when preparing to exit the road, or when directed by an official traffic control device. (Except emergency vehicles.) Moving violation penalties apply.",binary,902
Should Florida pass HB 421 (Driving on the Left),"This bill should not be passed as it imposes unnecessary restrictions on drivers using the left lane. Regardless of the speed limit, drivers should have the freedom to use any lane on a multi-lane road without being subject to differing rules and penalties based on the lane they choose to travel in. Prohibiting vehicles from operating in the left lane unless overtaking is an overly strict regulation that could lead to confusion and potential traffic disruptions.",binary,902
Does humanity have a future beyond Earth?,Does humanity have a future beyond Earth?,binary,903
Does humanity have a future beyond Earth?,Humanity does not have a future beyond Earth.,binary,903
Are the Milankovitch Cycles major causes of Global Warming?,The Milankovitch Cycles are major causes of Global Warming.,binary,904
Are the Milankovitch Cycles major causes of Global Warming?,The Milankovitch Cycles are not major causes of Global Warming.,binary,904
Will the delivery of Leopard tanks to Ukraine by Germany benefit the European Union?,The delivery of Leopard tanks to Ukraine by Germany will benefit the European Union,binary,905
Will the delivery of Leopard tanks to Ukraine by Germany benefit the European Union?,The delivery of Leopard tanks to Ukraine by Germany will not benefit the European Union.,binary,905
Should data-trade be prohibited?,Data-trade should be prohibited.,binary,906
Should data-trade be prohibited?,Data-trade should not be prohibited.,binary,906
Is it acceptable for vegans to give their pets a vegan diet?,It is acceptable for vegans to give their pets a vegan diet.,binary,907
Is it acceptable for vegans to give their pets a vegan diet?,It is not acceptable for vegans to give their pets a vegan diet.,binary,907
How could we eliminate homelessness without additional government spending?,"We could eliminate homelessness without additional government spending by requiring every residential property to have a ""tiny home"" available for anyone to occupy.",multi,908
How could we eliminate homelessness without additional government spending?,"One potential solution to eliminate homelessness without additional government spending could be to require every business to build and maintain capsule hotels in a number equal to 1 percent of their workforce, available for those that are homeless to occupy.",multi,908
How could we eliminate homelessness without additional government spending?,A practical way to eliminate homelessness without additional government spending may be to require businesses to convert their office space into a shelter at night.,multi,908
How could we eliminate homelessness without additional government spending?,A controversial method to eliminate homelessness without additional government spending proposed is requiring people that are homeless to have to go to jail.,multi,908
Is the world of Harry Potter really the place to be?,It would be better to live in the world of Harry Potter.,binary,909
Is the world of Harry Potter really the place to be?,Living in the world of Harry Potter wouldn't really be beneficial.,binary,909
Everyone should have a right to repair and modify their own consumer electronic devices,Everyone should have a right to repair and modify their own consumer electronic devices,binary,910
Everyone should have a right to repair and modify their own consumer electronic devices,Not everyone should have the right to repair and modify their own consumer electronic devices.,binary,910
Is Having a Single Guinea Pig as a Pet Ethical?,Having a Single Guinea Pig as a Pet is Ethical.,binary,911
Is Having a Single Guinea Pig as a Pet Ethical?,Having a Single Guinea Pig as a Pet is Unethical.,binary,911
"Is ""All Lives Matter"" a racist affront to BLM?",All Lives Matter is a racist affront to BLM,binary,913
"Is ""All Lives Matter"" a racist affront to BLM?","""All Lives Matter"" is not a racist affront to BLM.",binary,913
Should humans procreate?,Humans should procreate.,binary,914
Should humans procreate?,Humans should not procreate.,binary,914
Does literature help to understand the world?,Does literature help to understand the world?,binary,915
Does literature help to understand the world?,Literature does not assist in understanding the world.,binary,915
Is consumerism a necessary and positive socio economic force/order.,Consumerism is a positive and necessary socio economic force/order.,binary,916
Is consumerism a necessary and positive socio economic force/order.,Consumerism is not a necessary or positive socio economic force/order.,binary,916
Can racism be eradicated?,Racism can be eradicated,binary,917
Can racism be eradicated?,Racism cannot be eradicated.,binary,917
Should Routine Childhood Vaccines Be Mandatory?,Routine childhood vaccination against preventable diseases should be mandatory worldwide.,binary,918
Should Routine Childhood Vaccines Be Mandatory?,Routine childhood vaccination against preventable diseases should not be mandatory worldwide.,binary,918
Portugal attractiveness,"When choosing destinations (for retirement, vacations or working) Portugal is in par with other destinations but it is incredibly more cheap than those other countries",binary,919
Portugal attractiveness,"Although Portugal may be more affordable, it does not compare favorably in terms of attractiveness to other potential destinations for retirement, vacation, or work.",binary,919
Critical Race Theory,Critical Race Theory is Good at Dealing with Racism,binary,920
Critical Race Theory,Critical Race Theory is Ineffective at Addressing Racism,binary,920
Technologie vs urgence climatique et épuisement des ressources,La technologie peut aider à résoudre la question de l'épuisement des ressources et de l'urgence climatique.,binary,921
Technologie vs urgence climatique et épuisement des ressources,La technologie ne résoudra pas la question de l'épuisement des ressources et de l'urgence climatique,binary,921
Is the well-being of citizens more important than their right to vote?,The wellbeing of citizens is more important than their individual right to vote.,binary,922
Is the well-being of citizens more important than their right to vote?,The individual right to vote is more important than the wellbeing of citizens.,binary,922
Brexit: Was it a good choice for the UK?,Brexit was a good choice for the UK.,binary,923
Brexit: Was it a good choice for the UK?,Brexit was a bad choice for the UK.,binary,923
Is AI in need of preemptive rules and regulations?,"No, AI should not be confined by preemptive rules and regulations.",binary,924
Is AI in need of preemptive rules and regulations?,"(Using OpenAI for Pro-AI position,) Artificial Intelligence should be free and open forever.",binary,924
Is Social Media a Frontier for Violence?,Social media is a frontier for violence.,binary,925
Is Social Media a Frontier for Violence?,Social media is not a frontier for violence.,binary,925
Proof of Stake is better than Proof of Work for securing a distributed ledger,Proof of Stake (PoS) provides comparably-good security for distributed ledgers but does not consume a similar amount of physical resources as Proof of Work (PoW) does.,binary,926
Proof of Stake is better than Proof of Work for securing a distributed ledger,"Proof of Stake (PoS), despite consuming less physical resources, does not offer the same level of security for distributed ledgers as Proof of Work (PoW) does.",binary,926
Are constructed languages useful and do we need more of them?,Are constructed languages useful and do we need more of them?,binary,927
Are constructed languages useful and do we need more of them?,Constructed languages are not useful and we do not need more of them.,binary,927
"Propose a method of taxing or funding a ROBOT tax. Include a proposal for (re)distribution of said ROBOT tax. For reference: ROBOT = ""Redistribution of Benefits Obtained by Technology"" aka AI and automation.",A proposal that includes a VAT tax or sales tax could fund the ROBOT tax initiative.,multi,928
"Propose a method of taxing or funding a ROBOT tax. Include a proposal for (re)distribution of said ROBOT tax. For reference: ROBOT = ""Redistribution of Benefits Obtained by Technology"" aka AI and automation.",An equal distribution to all citizens can be proposed as a method for the redistribution of the ROBOT tax.,multi,928
"Propose a method of taxing or funding a ROBOT tax. Include a proposal for (re)distribution of said ROBOT tax. For reference: ROBOT = ""Redistribution of Benefits Obtained by Technology"" aka AI and automation.",There could be corporate incentives to replace human laborers and decouple economic growth from the constraint of human labor as part of the ROBOT tax.,multi,928
"Propose a method of taxing or funding a ROBOT tax. Include a proposal for (re)distribution of said ROBOT tax. For reference: ROBOT = ""Redistribution of Benefits Obtained by Technology"" aka AI and automation.","A proposal could involve leaving all energy production and distribution in the hands of the public sector, making it easier to collect revenue through energy sales than taxes on AI, since taxes can be avoided but energy consumption can't.",multi,928
"Propose a method of taxing or funding a ROBOT tax. Include a proposal for (re)distribution of said ROBOT tax. For reference: ROBOT = ""Redistribution of Benefits Obtained by Technology"" aka AI and automation.","A proposal for the allocation of the tax revenue generated from the ROBOT tax could be towards public programs that support retraining and upskilling of workers who have been displaced by automation, and possibly towards UBI programs. This allocation should be done in a transparent and accountable manner to ensure that the revenue is being used for its intended purpose.",multi,928
Should Restraints be Used in Adolescent Psychiatric Inpatient Treatment?,Restraints are valid to use in adolescent psychiatric inpatient treatment.,binary,929
Should Restraints be Used in Adolescent Psychiatric Inpatient Treatment?,Restraints should not be used in adolescent psychiatric inpatient treatment.,binary,929
Should Equal Paternity/Maternity Paid Leave Be Mandatory?,Equal paternity/maternity paid leave should be mandatory.,binary,930
Should Equal Paternity/Maternity Paid Leave Be Mandatory?,Equal paternity/maternity paid leave should not be mandatory.,binary,930
Débat: La France est-elle en retard ?,La France est en retard sur les autres pays européens au niveau qualité+quantité de coasters.,binary,931
Débat: La France est-elle en retard ?,"Non, la France n'est pas en retard sur les autres pays européens au niveau qualité+quantité de coasters.",binary,931
Is Donald Trump honorable?,Donald Trump is honorable.,binary,932
Is Donald Trump honorable?,Donald Trump is not honorable.,binary,932
The benefits of home-schooling outweigh the benefits of traditional schooling.,The benefits of home-schooling outweigh the benefits of traditional schooling.,binary,933
The benefits of home-schooling outweigh the benefits of traditional schooling.,The benefits of traditional schooling outweigh the benefits of home-schooling.,binary,933
Does luck play a dominant role in the success of a person?,Luck plays the dominant role in the success of an individual.,binary,934
Does luck play a dominant role in the success of a person?,"The success of a person is predominantly determined by their skills and hard work, not luck.",binary,934
Will a nuclear war cause human extinction?,A nuclear war will be the cause of human extinction.,binary,935
Will a nuclear war cause human extinction?,A nuclear war will not necessarily result in human extinction.,binary,935
Are Cryptocurrencies And Blockchain Technologies The Next 'Industrial Revolution'?,Cryptocurrencies and blockchain technologies are the next 'industrial revolution'.,binary,936
Are Cryptocurrencies And Blockchain Technologies The Next 'Industrial Revolution'?,Cryptocurrencies and blockchain technologies are not the next 'industrial revolution'.,binary,936
Is Victimization mentality a disorder?,"Anxiety, stress, and depression became manageable or treatable disorders once they became classified as such. Could victimization be classified as a mental disorder? What would be the benefits or drawbacks to victimization becoming a disorder?",binary,937
Is Victimization mentality a disorder?,Victimization mentality should not be classified as a disorder because this could potentially downplay the seriousness of the incidents that caused such mentality.,binary,937
"PS5 v Xbox Series X/S, what's better?",The Xbox Series X/S is better than the PS5.,binary,938
"PS5 v Xbox Series X/S, what's better?",The PS5 is better than the Xbox Series X/S.,binary,938
Should Sony sell their company to Apple?,Sony should sell their company to Apple.,binary,939
Should Sony sell their company to Apple?,Sony should not sell their company to Apple.,binary,939
Which of the popular news outlet is the best?,The best popular news outlet is CNN.,multi,940
Which of the popular news outlet is the best?,The best popular news outlet is MSNBC.,multi,940
Which of the popular news outlet is the best?,The best popular news outlet is Fox News.,multi,940
Which of the popular news outlet is the best?,The best popular news outlet is OAN.,multi,940
Which of the popular news outlet is the best?,The best popular news outlet is CBS.,multi,940
Which of the popular news outlet is the best?,The best popular news outlet is Newsmax.,multi,940
Should public health decision makers prioritise psychological impact in their decisions?,Public health decision makers should prioritise psychological impact in their decisions.,binary,941
Should public health decision makers prioritise psychological impact in their decisions?,Public health decision makers shouldn't prioritise psychological impact in their decisions.,binary,941
Is India the best host for the ICC Men's Cricket World Cup 2023?,India is the best host for the ICC Men's Cricket World Cup 2023.,binary,943
Is India the best host for the ICC Men's Cricket World Cup 2023?,India is not the best host for the ICC Men's Cricket World Cup 2023.,binary,943
Is it beneficial for a person to learn to enjoy new genres of entertainment?,It is beneficial for a person to learn to enjoy new genres of entertainment.,binary,944
Is it beneficial for a person to learn to enjoy new genres of entertainment?,It is not beneficial for a person to learn to enjoy new genres of entertainment.,binary,944
Is Calling out Privilege Pointless?,Calling out Privilege is Pointless,binary,945
Is Calling out Privilege Pointless?,Calling out privilege is not pointless.,binary,945
La détention d'armes a feu doit être légalisé,La détention d'armes à feu doit être légalisée en France.,binary,946
La détention d'armes a feu doit être légalisé,La détention d'armes à feu ne doit pas être légalisée en France.,binary,946
I corsi di Laurea in Medicina dovrebbero essere ad accesso libero,I corsi di Laurea in Medicina dovrebbero essere ad accesso libero,binary,947
I corsi di Laurea in Medicina dovrebbero essere ad accesso libero,I corsi di Laurea in Medicina non dovrebbero essere ad accesso libero.,binary,947
¿Se aprende mejor aplicando TICs en el aula?,Se aprende mejor aplicando TICs en el aula,binary,948
¿Se aprende mejor aplicando TICs en el aula?,No se aprende mejor aplicando TICs en el aula.,binary,948
Обсуждаем,Введение смертной казни уменьшит количество совершаемых преступлений,binary,949
Обсуждаем,Введение смертной казни не приведет к уменьшению числа совершаемых преступлений.,binary,949
Is globalisation good or bad?,Globalisation is a good thing.,binary,950
Is globalisation good or bad?,Globalisation is a bad thing.,binary,950
Was the USSR communist?,The USSR can be called a communist state.,binary,951
Was the USSR communist?,The USSR cannot be labeled as a communist state.,binary,951
Is Globalism Inherently Better Than Nationalism?,Globalism is inherently better than nationalism.,binary,952
Is Globalism Inherently Better Than Nationalism?,Globalism is not necessarily better than nationalism.,binary,952
Do the ends justify the means?,The ends justify the means.,binary,953
Do the ends justify the means?,The ends do not justify the means.,binary,953
Are dating apps any good?,Dating apps are good and useful tools.,binary,954
Are dating apps any good?,Dating apps are not beneficial or useful tools.,binary,954
Gender Stereotyping In Advertising Should Be Banned,Gender stereotyping in advertising should be banned.,binary,955
Gender Stereotyping In Advertising Should Be Banned,Gender stereotyping in advertising should not be banned.,binary,955
Should adults watch anime?,Adults should watch anime.,binary,956
Should adults watch anime?,Adults should not watch anime.,binary,956
Antidepressants should be legal for kids under 18,Antidepressants should be legal for kids under 18.,binary,957
Antidepressants should be legal for kids under 18,Antidepressants should not be legal for kids under 18.,binary,957
Should suicide be legal?,Suicide should be legal.,binary,958
Should suicide be legal?,Suicide should not be legal.,binary,958
Joseph Smith was heavily influenced by his practice of Folk Magic in the formation of the LDS Church (Mormonism),Joseph Smith was heavily influenced by his practice of Folk Magic in the formation of the LDS Church (Mormonism),binary,959
Joseph Smith was heavily influenced by his practice of Folk Magic in the formation of the LDS Church (Mormonism),Joseph Smith was not significantly influenced by his practice of Folk Magic in the establishment of the LDS Church (Mormonism).,binary,959
El Medio Ambiente y la Contaminación,"Desventajas de Problemas y Dificultades que ocasiona la contaminación en las aguas, en los suelos y en el aires.",binary,960
El Medio Ambiente y la Contaminación,"Ventajas de resoluciones y medidas que mitigarán la contaminación en las aguas, en los suelos y en el aire.",binary,960
Are Gender Reveal Parties Harmful?,Gender reveal parties are harmful.,binary,961
Are Gender Reveal Parties Harmful?,Gender reveal parties are not harmful.,binary,961
Should Florida pass SB 1718 (Immigration),"This bill criminalizes the harboring of undocumented immigrants as human smuggling. For undocumented immigrants: Employers must use E-verify before employment, facing fines to $10k per incident and revocation of licenses for hiring; FL municipalities cannot provide funds for the purpose of IDs; certain permits from other states, including driver’s licenses, are invalid; hospitals must report seeking care. Fines apply.",binary,962
Should Florida pass SB 1718 (Immigration),"If passed, this bill will demonize the practice of offering sanctuary to undocumented immigrants by classifying it as human smuggling. For these immigrants: This will require employers to use E-Verify prior to hiring, facing penalties up to $10k per incident and license cancellations if they hire; Florida municipalities will be prohibited from allocating funds for IDs; certain permits from other states, including driver's licenses, will be deemed invalid; furthermore, hospitals will be required to notify authorities if an undocumented immigrant seeks care. This can result in fines.",binary,962
Is gender more of a social category than an anatomical category?,Gender is more of a social category than an anatomical category.,binary,963
Is gender more of a social category than an anatomical category?,Gender is more of an anatomical category than a social category.,binary,963
Russia is no Enemy of the West,Russia is no enemy of the West.,binary,964
Russia is no Enemy of the West,Russia is indeed an enemy of the West.,binary,964
Should Schools Push Back Start Times?,Schools Should Push Back Start Times,binary,965
Should Schools Push Back Start Times?,Schools Should Not Push Back Start Times,binary,965
Should schools have more security?,Schools should have more security.,binary,966
Should schools have more security?,Schools should not have more security.,binary,966
Should Countries Taking In Refugees Confiscate their Valuables?,"Countries that accept refugees must confiscate their valuables worth more than €10,000.",binary,967
Should Countries Taking In Refugees Confiscate their Valuables?,"Countries that take in refugees should not seize their valuables, regardless of their worth.",binary,967
Was the Iraq War fought for the interests of U.S Oil Corporations?,The Iraq War was fought for the interests of U.S Oil Companies.,binary,968
Was the Iraq War fought for the interests of U.S Oil Corporations?,The Iraq War was not fought for the interests of U.S Oil Companies.,binary,968
"The Bible Teaches That Creation Happened in Six Literal, 24-Hour Days Under 10,000 Years Ago","The Bible Teaches That Creation Happened in Six Literal, 24-Hour Days Under 10,000 Years Ago",binary,969
"The Bible Teaches That Creation Happened in Six Literal, 24-Hour Days Under 10,000 Years Ago","The Bible does not literally teach that creation happened in six, 24-hour days under 10,000 years ago.",binary,969
Does American Foreign Policy protect business interests?,Does American Foreign Policy protect business interests?,binary,970
Does American Foreign Policy protect business interests?,American Foreign Policy does not protect business interests.,binary,970
The desire for a sense of superiority is a fundamental human drive.,The desire for a sense of superiority is a fundamental human drive.,binary,971
The desire for a sense of superiority is a fundamental human drive.,The desire for a sense of superiority is not a fundamental human drive.,binary,971
Scottish Independence: Should Scotland be an Independent Country?,Scotland should be an independent country.,binary,972
Scottish Independence: Should Scotland be an Independent Country?,Scotland should not be an independent country.,binary,972
Should humans be allowed to explore DIY gene editing?,Humans should be allowed to explore DIY gene editing.,binary,973
Should humans be allowed to explore DIY gene editing?,Humans should not be allowed to explore DIY gene editing.,binary,973
Should students be allowed to skip grades?,Students should be allowed to skip grades.,binary,974
Should students be allowed to skip grades?,Students should not be allowed to skip grades.,binary,974
Does altruism exist?,"Altruism does exist, where people prioritize others' wants and needs over their own.",binary,975
Does altruism exist?,Altruistic behavior (when someone prioritizes others' wants and needs above their own) does not exist.,binary,975
Should Florida pass HB 7 (Abortion),"This bill bans abortion after six weeks of gestation, except for physical medical emergencies. Abortions up to 15 weeks are allowed in rape or incest cases, providing the victim submits certain proof. Punishable as a 3rd degree felony (2nd degree in death of the mother). Physicians must report rape or incest of a minor. No telehealth abortion services. No government funds for travel to another state to support an abortion; exceptions for physical medical emergencies.",binary,976
Should Florida pass HB 7 (Abortion),"This bill severely limits a woman's right to choose by restricting abortion to only six weeks of gestation, except in the case of physical medical emergencies. It further encroaches on personal rights by requiring victims of rape or incest to provide certain proof to be allowed abortions up to 15 weeks. The third degree felony punishment for violations seems excessively punitive. Restrictions on telehealth abortion services and lack of government funds for out-of-state abortions, except for physical medical emergencies, could disproportionally affect low-income, rural women.",binary,976
Should Florida pass SB 102 (Housing),"Cited as the “Live Local Act,” this bill preempts local governments regarding affordable housing development; deletes local government authority to impose rent control; and extends a tax exemption on developed property meeting affordable housing requirements. It provides $100 million for the Florida Hometown Heroes program, $252 million for the SHIP program, $259 million for the SAIL program, and a $100 million loan program for inflation costs.",binary,977
Should Florida pass SB 102 (Housing),"Despite being termed as the ""Live Local Act"", SB 102 could potentially weaken local governments' power on affordable housing developments and remove their ability to impose rent controls. Moreover, it extends tax exemptions to developed properties satisfying affordable housing requisites, which could impact local revenues. Also, even though it provides funds for programs like the Florida Hometown Heroes, the SHIP program, and the SAIL program, the $100 million loan program for inflation costs may not adequately cover the soaring costs amid housing crisis. So, passing this bill might pose undesirable consequences.",binary,977
Should Florida pass SB 902 (Safety Standards for Amusement Rides),"Cited as the “Tyre Sampson Act,” this bill increases warning signage to amusement ride patrons; adds department authority to adopt rules for employee training to create a minimum standard; increases reporting requirements for documenting maintenance and changes made to safety and restraints; allows department authority to have 3rd party reviews for testing; adds a requirement that safety sensors cannot be adjusted exceeding maximum tolerance; and allows unannounced visits to verify procedures.",binary,978
